====================================================================================================
[voicing] vo_s3b — reduction
====================================================================================================
  arms   : voi3b_comp_pr_yk, voi3b_comp_yk, voi3b_rep_pr_yk, voi3b_rep_yk
  banked : en_s9:endo_ledger_open_ung5_ra, vo_s3:voi3_dp, vo_s2:voi2_critic

====================================================================================================
[A] LIFETIMES, COMMITS, AND THE IN-TAG IDENTITY CHECK
====================================================================================================
    arm                       cyc  commits (level@cycle)                 s/cycle
    voi3b_comp_pr_yk          201  L2@c48, L3@c100, L4@c151, L5@c186   
    voi3b_comp_yk             201  L2@c48, L3@c100, L4@c151, L5@c186   
    voi3b_rep_pr_yk           201  L2@c48, L3@c100, L4@c151, L5@c186   
    voi3b_rep_yk              201  L2@c48, L3@c100, L4@c151, L5@c186   
    en_s9:endo_ledger_open_ung5_ra  201  L2@c48, L3@c100, L4@c151, L5@c186      (banked)
    vo_s3:voi3_dp             201  L2@c48, L3@c100, L4@c151, L5@c186      (banked)
    vo_s2:voi2_critic         188  L2@c48, L3@c81, L4@c111                (banked)


====================================================================================================
[B] THE CORRIDOR — slots open, parity, misfire, and when it closed
====================================================================================================
    `n_open` is slots past the firing gate; `misfire` is fired rows whose span did not
    match `dp_features` exactly. An arm whose corridor closes stops executing with the
    head and falls back to the DP on every macro call.

    arm                    open@max  open@last  first c with open=0 after a peak   misfire(all)  misfire(era>=3)
    voi3b_comp_pr_yk             30         30  None                             0.2592        0.2455
    voi3b_comp_yk                30         30  None                             0.2934        0.2837
    voi3b_rep_pr_yk              30         27  None                             0.8449        0.8177
    voi3b_rep_yk                 30         29  None                             0.6003        0.5921

    n_open per 10 cycles (the corridor's whole life):
      voi3b_comp_pr_yk         0   0   0   0   0   1  16  16  16  16  16  24  23  24  23  24  27  28  27  28  30
      voi3b_comp_yk            0   0   0   0   0   1  16  16  16  16  16  24  22  24  24  24  28  28  28  29  30
      voi3b_rep_pr_yk          0   0   0   0   0   2  15  16  16  16  16  23  21  20  20  19  25  28  24  27  27
      voi3b_rep_yk             0   0   0   0   0   2  16  15  16  16  16  22  21  24  24  23  28  27  28  27  29
      cycle                    1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171 181 191 201

====================================================================================================
[C] THE SAMPLER, REALISED — deviation and on-table projection
====================================================================================================
    `dev`  the sampled entry left the on-table argmax (the quantity the temperature is
           set on; `DESIGN.md` §17 predicted this would fall below the preflight's
           0.44-0.67 because a sharper plant deviates less at fixed T).
    `ont`  the on-table argmax was not the head's FREE-RUN emission — the projection
           component that rides with the write axis (`DESIGN.md` §11).

    voi3b_comp_pr_yk:
      era  cell        n        dev     ont
        3  3n7       15233    76      1.64     1.53    1.50     0.948
        3  4n0        3245   128      1.79     1.69    1.69     0.825
        3  4n1        4024   128      1.14     1.14    1.14     0.977
        3  4n2        3883   128      2.14     1.55    1.55     0.829
        3  4n3        5426   128      1.62     1.62    1.62     0.921
        4  2n0        1361    17      6.83     6.83    5.67     0.354
        4  2n1         897    17      5.25     5.25    4.42     0.430
        4  2n2         936    17      3.67     3.67    3.33     0.501
        4  2n3        1251    17      5.42     5.42    3.50     0.420
        4  2n4         542    17      3.33     3.33    2.75     0.587
        4  2n5        1298    17      3.83     3.83    3.00     0.685
        4  2n6        1403    17      3.67     3.67    2.83     0.658
        4  2n7        1053    17      4.17     4.17    3.33     0.615
        4  2n8        1099    17      5.92     5.92    5.00     0.420
        4  2n9         850    17      4.00     4.00    3.50     0.572
        4  2n10        802    17      3.92     3.92    3.33     0.534
        4  2n11        535    17      4.58     4.58    3.50     0.505
        4  2n12       1991    17      4.17     4.17    3.75     0.666
        4  2n13       1693    17      3.83     3.83    3.17     0.640
        4  2n14        782    17      2.42     2.42    2.42     0.715
        4  2n15        848    17      4.75     4.75    3.50     0.420
        4  3n0        1846    76      3.33     2.75    2.67     0.617
        4  3n1        1266    76      3.50     3.08    2.67     0.628
        4  3n2        1659    76      2.92     2.83    2.67     0.586
        4  3n3        1448    76      2.75     2.58    2.58     0.798
        4  3n4        1440    76      3.58     2.33    2.33     0.589
        4  3n5        2181    76      3.67     2.75    2.17     0.558
        4  3n6        7333    76      5.58     4.00    3.92     0.511
        4  3n7        4919    76      1.92     1.92    1.92     0.956
        4  4n0        1405   132      2.33     1.92    1.92     0.725
        4  4n1        1585   132      1.00     1.00    1.00     1.000
        4  4n2        1653   132      2.17     1.75    1.75     0.777
        4  4n3        3219   132      1.67     1.67    1.67     0.958
        4  5n0         390    96      1.00     1.00    1.00     1.000
        4  5n1        2247    96      1.17     1.17    1.17     0.998
        5  2n0        1008    19      6.22     6.22    5.22     0.400
        5  2n1         617    19      4.78     4.78    4.22     0.530
        5  2n2        1114    19      4.56     4.56    3.89     0.483
        5  2n3         903    19      5.00     5.00    3.00     0.420
        5  2n4         402    19      4.00     4.00    3.56     0.595
        5  2n5         982    19      4.11     4.11    3.56     0.573
        5  2n6        1303    19      3.78     3.78    3.22     0.697
        5  2n7         938    19      4.78     4.78    3.78     0.464
        5  2n8         563    19      4.78     4.78    4.22     0.494
        5  2n9         586    19      4.00     4.00    3.67     0.561
        5  2n10        790    19      4.00     4.00    3.56     0.495
        5  2n11        522    19      4.44     4.44    3.44     0.571
        5  2n12       1104    19      3.22     3.22    3.00     0.681
        5  2n13       1172    19      4.22     4.22    3.78     0.566
        5  2n14        376    19      2.33     2.33    2.22     0.795
        5  2n15        512    19      3.33     3.33    2.56     0.646
        5  3n0        1771    92      3.78     2.78    2.78     0.602
        5  3n1        1165    92      4.44     3.67    2.89     0.424
        5  3n2        1747    92      3.22     3.00    2.78     0.588
        5  3n3        1083    92      3.22     3.11    3.11     0.657
        5  3n4        1335    92      3.11     2.11    2.11     0.634
        5  3n5        1964    92      3.56     2.78    2.22     0.535
        5  3n6        4661    92      6.11     4.11    4.00     0.662
        5  3n7        4081    92      1.67     1.67    1.56     0.975
        5  4n0        1169   196      2.44     2.22    2.22     0.740
        5  4n1        1258   196      1.00     1.00    1.00     1.000
        5  4n2        1714   196      2.33     2.11    2.11     0.698
        5  4n3        2849   196      1.33     1.33    1.33     0.959
        5  5n0         298   144      1.25     1.12    1.12     0.896
        5  5n1        2745   144      1.44     1.22    1.22     0.898

    voi3b_comp_yk:
      era  cell      n_filed  rows   dist/cyc  keys/cyc  tok/cyc   top1(w)
        1  2n0        1516    13      3.25     3.25    3.25     0.592
        1  2n1        2073    13      3.33     3.33    3.25     0.582
        1  2n2        1806    13      2.83     2.83    2.67     0.599
        1  2n3        1661    13      3.00     3.00    2.92     0.609
        1  2n4        1436    13      3.00     3.00    2.92     0.651
        1  2n5        1926    13      3.17     3.17    3.00     0.656
        1  2n6        1766    13      3.00     3.00    3.00     0.636
        1  2n7        1859    13      3.00     3.00    2.75     0.633
        1  2n8        1777    13      3.42     3.42    3.33     0.648
        1  2n9        2081    13      3.17     3.17    3.08     0.613
        1  2n10       1766    13      3.42     3.42    3.33     0.593
        1  2n11       1576    13      2.75     2.75    2.67     0.657
        1  2n12       1491    13      2.92     2.92    2.83     0.663
        1  2n13       2297    13      2.92     2.92    2.92     0.651
        1  2n14       1450    13      2.83     2.83    2.83     0.533
        1  2n15       2115    13      2.75     2.75    2.58     0.690
        2  2n0        4797    15      4.38     4.38    4.38     0.470
        2  2n1        5662    15      3.86     3.86    3.82     0.538
        2  2n2        6079    15      3.54     3.54    3.54     0.549
        2  2n3        4321    15      3.30     3.30    3.26     0.573
        2  2n4        3552    15      3.55     3.55    3.55     0.578
        2  2n5        5688    15      3.80     3.80    3.80     0.544
        2  2n6        5267    15      3.12     3.12    3.12     0.749
        2  2n7        4733    15      2.82     2.82    2.80     0.617
        2  2n8        4362    15      4.02     4.02    4.02     0.460
        2  2n9        5721    15      4.30     4.30    4.26     0.460
        2  2n10       5051    15      3.46     3.46    3.46     0.512
        2  2n11       4255    15      3.96     3.96    3.96     0.477
        2  2n12      11714    15      3.72     3.72    3.70     0.585
        2  2n13       8003    15      3.98     3.98    3.98     0.575
        2  2n14       4119    15      3.08     3.08    3.08     0.674
        2  2n15       5754    15      3.36     3.36    3.32     0.527
        2  3n0        1691    48      3.50     3.00    2.90     0.711
        2  3n1        1766    48      4.60     3.80    3.50     0.422
        2  3n2        1862    48      2.70     2.40    2.30     0.731
        2  3n3        2154    48      3.70     3.30    3.20     0.569
        2  3n4        2199    48      3.30     2.80    2.70     0.561
        2  3n5        1954    48      4.80     3.10    2.80     0.365
        2  3n6        2467    48      4.60     4.10    3.70     0.648
        2  3n7        1913    48      3.90     3.40    3.40     0.650
        3  2n0        5925    17      4.66     4.66    4.61     0.450
        3  2n1        5794    17      4.01     4.01    3.73     0.567
        3  2n2        5798    17      3.80     3.80    3.80     0.531
        3  2n3        5289    17      3.39     3.39    3.24     0.556
        3  2n4        4154    17      3.73     3.73    3.70     0.518
        3  2n5        8860    17      3.36     3.36    3.36     0.619
        3  2n6        7848    17      3.70     3.70    3.70     0.661
        3  2n7        5829    17      2.84     2.84    2.81     0.629
        3  2n8        5581    17      4.64     4.64    4.60     0.442
        3  2n9        7501    17      3.90     3.90    3.86     0.534
        3  2n10       7044    17      4.29     4.29    4.26     0.466
        3  2n11       4406    17      3.83     3.83    3.69     0.510
        3  2n12      19921    17      3.96     3.96    3.94     0.551
        3  2n13      15714    17      4.11     4.11    4.06     0.514
        3  2n14       4135    17      3.14     3.14    3.14     0.689
        3  2n15       7903    17      4.13     4.13    3.51     0.515
        3  3n0        7564    79      3.66     3.27    3.21     0.586
        3  3n1        7994    79      4.13     3.11    3.09     0.639
        3  3n2        7579    79      3.16     3.11    3.07     0.610
        3  3n3        8078    79      4.60     3.96    3.33     0.562
        3  3n4       10184    79      4.29     3.86    3.27     0.525
        3  3n5        7191    79      5.24     3.89    3.67     0.458
        3  3n6       33988    79      4.97     4.23    4.10     0.492
        3  3n7       10433    79      4.63     4.01    3.94     0.588
        3  4n0        3037   144      1.76     1.76    1.76     0.804
        3  4n1        4698   144      1.83     1.83    1.83     0.809
        3  4n2        4411   144      1.21     1.17    1.17     0.988
        3  4n3        8103   144      1.55     1.55    1.55     0.941
        4  2n0        1362    17      5.83     5.83    5.75     0.426
        4  2n1        1065    17      3.92     3.92    3.67     0.511
        4  2n2         991    17      4.17     4.17    4.17     0.488
        4  2n3         890    17      3.67     3.67    3.00     0.509
        4  2n4         583    17      3.50     3.50    3.33     0.479
        4  2n5        1649    17      3.17     3.17    3.08     0.670
        4  2n6        1371    17      3.92     3.92    3.92     0.664
        4  2n7         818    17      3.17     3.17    2.92     0.549
        4  2n8        1230    17      4.33     4.33    4.33     0.433
        4  2n9         949    17      3.92     3.92    3.67     0.521
        4  2n10        970    17      4.50     4.50    4.42     0.448
        4  2n11        935    17      4.25     4.25    3.75     0.502
        4  2n12       2372    17      4.75     4.75    4.58     0.533
        4  2n13       1488    17      4.08     4.08    4.00     0.504
        4  2n14        650    17      3.17     3.17    3.17     0.691
        4  2n15       1354    17      3.50     3.50    2.83     0.700
        4  3n0        1640    79      3.50     3.25    3.17     0.594
        4  3n1         915    79      3.58     2.67    2.67     0.498
        4  3n2         923    79      3.00     2.92    2.92     0.696
        4  3n3        1603    79      3.42     3.00    2.83     0.590
        4  3n4        3070    79      4.75     4.58    3.58     0.526
        4  3n5        1106    79      4.33     2.92    2.92     0.528
        4  3n6        5379    79      6.83     4.92    4.50     0.551
        4  3n7        2183    79      3.42     2.83    2.75     0.750
        4  4n0        1547   144      1.92     1.92    1.92     0.730
        4  4n1        1756   144      1.67     1.67    1.67     0.862
        4  4n2        1700   144      1.33     1.33    1.33     0.979
        4  4n3        5742   144      1.50     1.50    1.50     0.948
        4  5n0         565    96      1.20     1.20    1.20     0.915
        4  5n1        1714    96      1.67     1.67    1.67     0.896
        5  2n0         879    18      5.00     5.00    4.56     0.403
        5  2n1         555    18      4.33     4.33    3.89     0.468
        5  2n2         753    18      4.11     4.11    4.11     0.554
        5  2n3         745    18      3.44     3.44    3.11     0.581
        5  2n4         399    18      3.67     3.67    3.56     0.556
        5  2n5        1702    18      3.56     3.56    3.22     0.680
        5  2n6         792    18      3.67     3.67    3.67     0.583
        5  2n7         580    18      3.00     3.00    2.78     0.597
        5  2n8        1208    18      4.67     4.67    4.67     0.425
        5  2n9         962    18      2.89     2.89    2.89     0.678
        5  2n10        853    18      4.56     4.56    4.56     0.429
        5  2n11        581    18      3.11     3.11    2.89     0.537
        5  2n12       1316    18      3.78     3.78    3.78     0.492
        5  2n13        770    18      2.89     2.89    2.78     0.557
        5  2n14        346    18      2.56     2.56    2.56     0.676
        5  2n15        898    18      3.56     3.56    3.00     0.664
        5  3n0        1866    89      3.78     3.67    3.56     0.486
        5  3n1         772    89      3.67     2.78    2.56     0.521
        5  3n2        1257    89      3.89     3.56    3.44     0.608
        5  3n3        1624    89      4.22     3.22    3.00     0.570
        5  3n4        3902    89      4.22     4.00    3.00     0.568
        5  3n5         784    89      4.78     2.78    2.33     0.444
        5  3n6        3374    89      6.78     4.78    4.22     0.540
        5  3n7        1198    89      2.44     2.44    2.44     0.842
        5  4n0        1509   168      2.00     2.00    2.00     0.686
        5  4n1        1566   168      1.56     1.56    1.56     0.957
        5  4n2        1632   168      2.00     2.00    2.00     0.920
        5  4n3        4316   168      1.78     1.78    1.78     0.972
        5  5n0         231   128      1.12     1.12    1.12     0.991
        5  5n1        3194   128      2.33     2.22    2.22     0.879

    voi3b_rep_pr_yk:
      era  cell      n_filed  rows   dist/cyc  keys/cyc  tok/cyc   top1(w)
        1  2n0        1793    13      1.83     1.83    1.83     0.796
        1  2n1        2187    13      1.92     1.92    1.83     0.769
        1  2n2        1900    13      1.83     1.83    1.67     0.858
        1  2n3        1563    13      1.83     1.83    1.75     0.790
        1  2n4        1786    13      1.67     1.67    1.58     0.852
        1  2n5        2199    13      1.58     1.58    1.42     0.896
        1  2n6        1814    13      1.33     1.33    1.33     0.907
        1  2n7        1870    13      1.75     1.75    1.50     0.788
        1  2n8        1603    13      1.75     1.75    1.67     0.908
        1  2n9        1909    13      1.75     1.75    1.67     0.777
        1  2n10       1447    13      1.75     1.75    1.67     0.724
        1  2n11       1522    13      1.58     1.58    1.50     0.779
        1  2n12       1529    13      1.67     1.67    1.58     0.833
        1  2n13       2106    13      1.58     1.58    1.58     0.842
        1  2n14       1604    13      1.67     1.67    1.67     0.831
        1  2n15       1759    13      1.83     1.83    1.67     0.796
        2  2n0        5067    15      2.08     2.08    1.64     0.775
        2  2n1        7273    15      2.00     2.00    1.68     0.832
        2  2n2        8034    15      2.08     2.08    1.64     0.819
        2  2n3        5144    15      2.32     2.32    1.84     0.718
        2  2n4        4762    15      1.76     1.76    1.46     0.842
        2  2n5        7989    15      1.50     1.50    1.36     0.938
        2  2n6        6500    15      1.40     1.40    1.14     0.953
        2  2n7        5829    15      1.74     1.74    1.54     0.874
        2  2n8        4671    15      1.86     1.86    1.50     0.800
        2  2n9        4891    15      1.70     1.70    1.46     0.825
        2  2n10       3989    15      2.02     2.02    1.74     0.747
        2  2n11       4860    15      2.02     2.02    1.64     0.746
        2  2n12      11901    15      1.90     1.90    1.62     0.838
        2  2n13       7562    15      2.18     2.18    1.80     0.737
        2  2n14       5188    15      1.62     1.62    1.32     0.926
        2  2n15       6210    15      1.92     1.92    1.60     0.824
        2  3n0        1497    60      3.20     2.30    2.30     0.637
        2  3n1        1624    60      4.50     2.70    2.70     0.427
        2  3n2        1693    60      1.60     1.50    1.50     0.820
        2  3n3        1434    60      1.90     1.80    1.80     0.667
        2  3n4        1559    60      2.10     1.90    1.90     0.844
        2  3n5        1724    60      4.40     2.50    2.60     0.456
        2  3n6        2054    60      3.80     2.90    2.80     0.590
        2  3n7        1480    60      1.90     1.60    1.60     0.724
        3  2n0        5820    18      2.71     2.71    2.56     0.682
        3  2n1        7787    18      2.44     2.44    2.30     0.786
        3  2n2        9743    18      2.49     2.49    2.23     0.764
        3  2n3        5666    18      2.86     2.86    2.57     0.604
        3  2n4        4859    18      2.84     2.84    2.60     0.639
        3  2n5       10500    18      2.87     2.87    2.83     0.747
        3  2n6        8537    18      1.51     1.51    1.33     0.967
        3  2n7        8288    18      2.50     2.50    2.33     0.692
        3  2n8        7488    18      3.17     3.17    2.71     0.613
        3  2n9        4443    18      2.27     2.27    2.04     0.728
        3  2n10       4287    18      2.56     2.56    2.29     0.629
        3  2n11       5034    18      3.06     3.06    2.86     0.611
        3  2n12      23775    18      2.84     2.84    2.40     0.722
        3  2n13      22810    18      3.46     3.46    2.83     0.604
        3  2n14       5068    18      2.14     2.14    1.64     0.834
        3  2n15       9820    18      2.77     2.77    2.57     0.723
        3  3n0        5851    87      3.13     2.60    2.27     0.610
        3  3n1        7130    87      3.44     2.73    2.13     0.549
        3  3n2        6068    87      2.76     2.63    2.24     0.688
        3  3n3        5243    87      2.00     2.00    1.56     0.830
        3  3n4        6010    87      2.80     2.39    1.77     0.673
        3  3n5        5814    87      3.31     2.63    2.20     0.578
        3  3n6       18620    87      3.41     3.00    2.63     0.581
        3  3n7        6981    87      1.50     1.46    1.10     0.894
        3  4n0        2390   172      1.83     1.62    1.62     0.830
        3  4n1        4793   172      1.14     1.14    1.14     0.961
        3  4n2        3478   172      2.45     1.93    1.93     0.718
        3  4n3        6511   172      2.41     2.10    2.10     0.712
        4  2n0        1158    18      4.42     4.42    4.33     0.441
        4  2n1        1116    18      2.67     2.67    2.50     0.650
        4  2n2        1162    18      3.33     3.33    3.25     0.807
        4  2n3         844    18      3.17     3.17    2.92     0.671
        4  2n4         667    18      4.08     4.08    3.67     0.574
        4  2n5        1535    18      2.83     2.83    2.75     0.558
        4  2n6        1202    18      1.75     1.75    1.75     0.947
        4  2n7        1241    18      2.83     2.83    2.83     0.602
        4  2n8        2007    18      3.50     3.50    3.25     0.694
        4  2n9         884    18      2.58     2.58    2.58     0.611
        4  2n10        619    18      3.42     3.42    3.08     0.540
        4  2n11        701    18      3.25     3.25    3.08     0.568
        4  2n12       3503    18      3.42     3.42    3.42     0.682
        4  2n13       3605    18      3.17     3.17    2.92     0.502
        4  2n14        960    18      2.67     2.67    2.42     0.716
        4  2n15       2135    18      3.08     3.08    2.67     0.600
        4  3n0         890    94      3.00     2.50    2.00     0.606
        4  3n1        1318    94      3.33     3.00    2.58     0.644
        4  3n2        1919    94      2.92     2.92    2.50     0.677
        4  3n3         706    94      2.67     2.67    2.25     0.630
        4  3n4        1117    94      3.67     2.67    2.08     0.620
        4  3n5        1325    94      3.92     3.00    2.25     0.494
        4  3n6        4664    94      4.33     3.67    2.83     0.524
        4  3n7        1731    94      2.25     2.25    1.58     0.802
        4  4n0         882   172      2.17     1.83    1.83     0.770
        4  4n1        1791   172      1.58     1.58    1.58     0.877
        4  4n2        2353   172      2.33     1.83    1.83     0.833
        4  4n3        5607   172      2.67     2.67    2.67     0.756
        4  5n0         957    80      1.67     1.50    1.33     0.731
        4  5n1        1114    80      1.50     1.50    1.00     0.771
        5  2n0         714    18      4.00     4.00    3.67     0.542
        5  2n1         933    18      4.22     4.22    4.00     0.568
        5  2n2        1088    18      3.78     3.78    3.44     0.645
        5  2n3         707    18      3.56     3.56    2.78     0.491
        5  2n4         426    18      4.00     4.00    3.89     0.523
        5  2n5        1116    18      3.11     3.11    3.00     0.672
        5  2n6         774    18      2.11     2.11    2.11     0.872
        5  2n7         807    18      3.00     3.00    3.00     0.693
        5  2n8        2720    18      3.89     3.89    3.67     0.831
        5  2n9         417    18      2.44     2.44    2.44     0.616
        5  2n10        400    18      4.44     4.44    3.56     0.492
        5  2n11        482    18      2.89     2.89    2.89     0.550
        5  2n12       2247    18      3.89     3.89    3.89     0.705
        5  2n13       2196    18      4.33     4.33    3.67     0.561
        5  2n14        524    18      2.00     2.00    2.00     0.691
        5  2n15       1449    18      3.00     3.00    2.56     0.651
        5  3n0         860   104      2.89     2.44    2.11     0.558
        5  3n1        1002   104      3.22     2.89    2.44     0.755
        5  3n2        1334   104      3.56     3.22    2.78     0.703
        5  3n3         707   104      3.56     3.11    2.89     0.557
        5  3n4         698   104      3.00     2.22    2.11     0.701
        5  3n5        1256   104      4.22     3.44    2.89     0.513
        5  3n6        2554   104      6.00     4.56    3.78     0.389
        5  3n7        1064   104      2.11     1.89    1.56     0.744
        5  4n0         927   208      2.11     2.11    2.11     0.816
        5  4n1        1757   208      2.11     2.11    2.11     0.801
        5  4n2        3830   208      2.11     1.67    1.67     0.923
        5  4n3        4055   208      2.89     2.89    2.67     0.696
        5  5n0         423   160      1.22     1.11    1.11     0.960
        5  5n1        2159   160      2.22     2.22    2.22     0.773

    voi3b_rep_yk:
      era  cell      n_filed  rows   dist/cyc  keys/cyc  tok/cyc   top1(w)
        1  2n0        1708    14      1.67     1.67    1.67     0.822
        1  2n1        2128    14      1.75     1.75    1.67     0.769
        1  2n2        1888    14      1.67     1.67    1.50     0.887
        1  2n3        1725    14      1.67     1.67    1.58     0.829
        1  2n4        1790    14      1.50     1.50    1.42     0.884
        1  2n5        2287    14      1.50     1.50    1.33     0.917
        1  2n6        1685    14      1.17     1.17    1.17     0.909
        1  2n7        1998    14      1.67     1.67    1.42     0.804
        1  2n8        1663    14      1.58     1.58    1.50     0.921
        1  2n9        1874    14      1.67     1.67    1.58     0.797
        1  2n10       1587    14      1.58     1.58    1.50     0.796
        1  2n11       1559    14      1.42     1.42    1.33     0.851
        1  2n12       1617    14      1.42     1.42    1.33     0.876
        1  2n13       2193    14      1.42     1.42    1.42     0.922
        1  2n14       1533    14      1.50     1.50    1.50     0.872
        1  2n15       1891    14      1.58     1.58    1.42     0.833
        2  2n0        4564    15      1.14     1.14    1.14     0.990
        2  2n1        6986    15      1.64     1.64    1.64     0.939
        2  2n2        7695    15      1.24     1.24    1.24     0.986
        2  2n3        4647    15      1.84     1.84    1.84     0.875
        2  2n4        4611    15      1.06     1.06    1.06     0.987
        2  2n5        7414    15      1.14     1.14    1.14     0.979
        2  2n6        6221    15      1.04     1.04    1.04     0.999
        2  2n7        5317    15      1.08     1.08    1.08     0.996
        2  2n8        5137    15      1.12     1.12    1.12     0.983
        2  2n9        5000    15      1.20     1.20    1.20     0.977
        2  2n10       3527    15      1.42     1.42    1.42     0.938
        2  2n11       5200    15      1.14     1.14    1.14     0.989
        2  2n12      10241    15      1.66     1.66    1.66     0.929
        2  2n13       7375    15      1.24     1.24    1.24     0.981
        2  2n14       6077    15      1.22     1.22    1.22     0.986
        2  2n15       6149    15      1.34     1.34    1.34     0.940
        2  3n0        1793    62      1.80     1.60    1.60     0.861
        2  3n1        1577    62      4.10     2.60    2.50     0.479
        2  3n2        1393    62      2.60     2.10    2.10     0.719
        2  3n3        1926    62      2.00     1.70    1.70     0.648
        2  3n4        1728    62      2.00     1.70    1.70     0.734
        2  3n5        1704    62      4.40     3.00    2.90     0.372
        2  3n6        1620    62      4.10     2.20    2.20     0.586
        2  3n7        1448    62      3.40     2.60    2.60     0.609
        3  2n0        5687    17      3.11     3.11    2.97     0.705
        3  2n1        7086    17      2.69     2.69    2.63     0.838
        3  2n2       10095    17      2.09     2.09    2.07     0.914
        3  2n3        5434    17      3.00     3.00    2.94     0.693
        3  2n4        4025    17      2.17     2.17    2.17     0.753
        3  2n5        7553    17      2.00     2.00    1.94     0.894
        3  2n6        8179    17      2.11     2.11    2.11     0.888
        3  2n7        6302    17      1.66     1.66    1.63     0.915
        3  2n8        8016    17      3.49     3.49    3.30     0.683
        3  2n9        5161    17      1.97     1.97    1.96     0.790
        3  2n10       4170    17      2.19     2.19    2.19     0.708
        3  2n11       4575    17      2.17     2.17    2.11     0.828
        3  2n12      20803    17      4.84     4.84    3.99     0.668
        3  2n13      19716    17      4.07     4.07    3.43     0.759
        3  2n14       5770    17      1.84     1.84    1.84     0.882
        3  2n15       6345    17      3.09     3.09    2.97     0.719
        3  3n0        5822    83      3.27     2.79    2.73     0.619
        3  3n1        6350    83      4.20     3.53    3.14     0.515
        3  3n2        4732    83      3.30     2.69    2.27     0.591
        3  3n3        7318    83      3.20     2.67    2.66     0.627
        3  3n4        4704    83      3.16     2.49    2.23     0.649
        3  3n5        6629    83      5.14     3.56    3.07     0.455
        3  3n6       15711    83      5.84     4.84    3.91     0.473
        3  3n7       10296    83      2.61     2.46    2.40     0.591
        3  4n0        2098   164      1.52     1.52    1.52     0.881
        3  4n1        3067   164      2.28     2.24    2.00     0.701
        3  4n2        2314   164      2.72     2.14    2.10     0.652
        3  4n3        6165   164      2.45     2.45    2.38     0.773
        4  2n0        1073    17      4.00     4.00    3.83     0.497
        4  2n1         928    17      2.50     2.50    2.50     0.659
        4  2n2        1827    17      3.08     3.08    3.08     0.789
        4  2n3         963    17      2.25     2.25    2.25     0.746
        4  2n4         660    17      3.08     3.08    3.08     0.609
        4  2n5        1268    17      3.00     3.00    2.83     0.565
        4  2n6        1379    17      2.58     2.58    2.58     0.870
        4  2n7         913    17      2.33     2.33    2.08     0.656
        4  2n8        1234    17      4.75     4.75    4.17     0.467
        4  2n9         688    17      2.42     2.42    2.33     0.688
        4  2n10        661    17      2.92     2.92    2.92     0.637
        4  2n11        766    17      2.58     2.58    2.50     0.597
        4  2n12       3282    17      6.67     6.67    5.75     0.502
        4  2n13       3786    17      5.08     5.08    3.92     0.677
        4  2n14        980    17      1.58     1.58    1.58     0.861
        4  2n15       1311    17      2.92     2.92    2.67     0.569
        4  3n0        1171    83      3.00     2.58    2.58     0.636
        4  3n1        1253    83      4.42     3.58    3.00     0.546
        4  3n2         744    83      3.50     3.17    2.25     0.527
        4  3n3        1665    83      3.33     3.17    3.17     0.580
        4  3n4         703    83      3.25     2.42    2.25     0.706
        4  3n5        1503    83      6.25     4.17    3.33     0.445
        4  3n6        4368    83      8.50     6.58    4.92     0.332
        4  3n7        2601    83      3.50     3.33    3.25     0.574
        4  4n0         854   164      2.00     1.83    1.83     0.720
        4  4n1        1179   164      2.25     2.25    2.08     0.793
        4  4n2         763   164      1.92     1.92    1.83     0.806
        4  4n3        3607   164      3.25     3.00    2.92     0.578
        4  5n0         493    96      1.50     1.17    1.00     0.836
        4  5n1        1450    96      2.17     1.50    1.50     0.914
        5  2n0         517    19      4.00     4.00    3.78     0.493
        5  2n1         727    19      2.89     2.89    2.67     0.619
        5  2n2        1956    19      3.56     3.56    3.33     0.739
        5  2n3         734    19      2.56     2.56    2.33     0.653
        5  2n4         381    19      3.11     3.11    3.00     0.520
        5  2n5         778    19      3.11     3.11    2.67     0.676
        5  2n6        1133    19      3.00     3.00    2.89     0.713
        5  2n7         542    19      2.33     2.33    2.11     0.710
        5  2n8         874    19      4.67     4.67    4.22     0.500
        5  2n9         665    19      3.11     3.11    2.78     0.552
        5  2n10        867    19      3.67     3.67    3.67     0.513
        5  2n11        741    19      2.67     2.67    2.56     0.762
        5  2n12       2001    19      5.11     5.11    4.11     0.657
        5  2n13       2989    19      6.22     6.22    4.00     0.583
        5  2n14        500    19      2.11     2.11    2.11     0.898
        5  2n15        853    19      2.56     2.56    2.33     0.733
        5  3n0        1070   109      3.78     3.33    3.22     0.581
        5  3n1         802   109      4.56     3.44    2.78     0.504
        5  3n2         556   109      4.22     3.67    2.44     0.507
        5  3n3        1419   109      3.56     3.22    3.22     0.541
        5  3n4         855   109      3.22     2.78    2.78     0.687
        5  3n5        1662   109      6.56     4.33    3.44     0.359
        5  3n6        3623   109      7.67     6.33    4.78     0.322
        5  3n7        1938   109      2.67     2.44    2.44     0.692
        5  4n0        1043   264      2.33     2.22    2.22     0.683
        5  4n1         957   264      2.56     2.56    2.56     0.853
        5  4n2        1109   264      1.67     1.56    1.56     0.858
        5  4n3        3090   264      2.89     2.89    2.89     0.676
        5  5n0         710   144      1.50     1.25    1.25     0.917
        5  5n1        1694   144      2.22     2.11    1.78     0.756

====================================================================================================
